id,date,well,n_electrodes_inactive,n_electrodes_present,n_electrodes_total,fraction_inactive_in_well
1,2025-01-27,1,13,16,16,0.8125
1,2025-01-27,2,14,16,16,0.875
1,2025-01-27,3,12,16,16,0.75
1,2025-01-27,4,11,16,16,0.6875
1,2025-01-27,5,13,16,16,0.8125
1,2025-01-27,6,13,16,16,0.8125
1,2025-01-27,7,14,16,16,0.875
1,2025-01-27,8,7,16,16,0.4375
1,2025-01-27,9,9,16,16,0.5625
1,2025-01-27,10,14,16,16,0.875
1,2025-01-27,11,15,16,16,0.9375
1,2025-01-27,12,12,16,16,0.75
1,2025-01-27,13,10,16,16,0.625
1,2025-01-27,14,8,16,16,0.5
1,2025-01-27,15,15,16,16,0.9375
1,2025-01-27,16,8,16,16,0.5
1,2025-01-27,17,16,16,16,1.0
1,2025-01-27,18,15,16,16,0.9375
1,2025-01-27,19,10,16,16,0.625
1,2025-01-27,20,10,16,16,0.625
1,2025-01-27,21,12,16,16,0.75
1,2025-01-27,22,15,16,16,0.9375
1,2025-01-27,23,12,16,16,0.75
1,2025-01-27,24,10,16,16,0.625
1,2025-01-27,25,15,16,16,0.9375
1,2025-01-27,26,13,16,16,0.8125
1,2025-01-27,27,15,16,16,0.9375
1,2025-01-27,28,13,16,16,0.8125
1,2025-01-27,29,11,16,16,0.6875
1,2025-01-27,30,14,16,16,0.875
1,2025-01-27,31,13,16,16,0.8125
1,2025-01-27,32,15,16,16,0.9375
1,2025-01-27,33,16,16,16,1.0
1,2025-01-27,34,16,16,16,1.0
1,2025-01-27,35,16,16,16,1.0
1,2025-01-27,36,11,16,16,0.6875
1,2025-01-27,37,13,16,16,0.8125
1,2025-01-27,38,13,16,16,0.8125
1,2025-01-27,39,15,16,16,0.9375
1,2025-01-27,40,14,16,16,0.875
1,2025-01-27,41,13,16,16,0.8125
1,2025-01-27,42,13,16,16,0.8125
1,2025-01-27,43,14,16,16,0.875
1,2025-01-27,44,15,16,16,0.9375
1,2025-01-27,45,11,16,16,0.6875
1,2025-01-27,46,12,16,16,0.75
1,2025-01-27,47,13,16,16,0.8125
1,2025-01-27,48,14,16,16,0.875
2,2025-01-28,1,12,16,16,0.75
2,2025-01-28,2,10,16,16,0.625
2,2025-01-28,3,15,16,16,0.9375
2,2025-01-28,4,13,16,16,0.8125
2,2025-01-28,5,11,16,16,0.6875
2,2025-01-28,6,12,16,16,0.75
2,2025-01-28,7,12,16,16,0.75
2,2025-01-28,8,12,16,16,0.75
2,2025-01-28,9,12,16,16,0.75
2,2025-01-28,10,11,16,16,0.6875
2,2025-01-28,11,12,16,16,0.75
2,2025-01-28,12,10,16,16,0.625
2,2025-01-28,13,11,16,16,0.6875
2,2025-01-28,14,6,16,16,0.375
2,2025-01-28,15,8,16,16,0.5
2,2025-01-28,16,14,16,16,0.875
2,2025-01-28,17,13,16,16,0.8125
2,2025-01-28,18,13,16,16,0.8125
2,2025-01-28,19,8,16,16,0.5
2,2025-01-28,20,7,16,16,0.4375
2,2025-01-28,21,11,16,16,0.6875
2,2025-01-28,22,8,16,16,0.5
2,2025-01-28,23,11,16,16,0.6875
2,2025-01-28,24,14,16,16,0.875
2,2025-01-28,25,14,16,16,0.875
2,2025-01-28,26,9,16,16,0.5625
2,2025-01-28,27,12,16,16,0.75
2,2025-01-28,28,13,16,16,0.8125
2,2025-01-28,29,9,16,16,0.5625
2,2025-01-28,30,12,16,16,0.75
2,2025-01-28,31,7,16,16,0.4375
2,2025-01-28,32,13,16,16,0.8125
2,2025-01-28,33,15,16,16,0.9375
2,2025-01-28,34,13,16,16,0.8125
2,2025-01-28,35,14,16,16,0.875
2,2025-01-28,36,14,16,16,0.875
2,2025-01-28,37,11,16,16,0.6875
2,2025-01-28,38,11,16,16,0.6875
2,2025-01-28,39,12,16,16,0.75
2,2025-01-28,40,12,16,16,0.75
2,2025-01-28,41,13,16,16,0.8125
2,2025-01-28,42,10,16,16,0.625
2,2025-01-28,43,13,16,16,0.8125
2,2025-01-28,44,10,16,16,0.625
2,2025-01-28,45,14,16,16,0.875
2,2025-01-28,46,10,16,16,0.625
2,2025-01-28,47,12,16,16,0.75
2,2025-01-28,48,15,16,16,0.9375
3,2025-01-29,1,2,16,16,0.125
3,2025-01-29,2,1,16,16,0.0625
3,2025-01-29,3,2,16,16,0.125
3,2025-01-29,4,1,16,16,0.0625
3,2025-01-29,5,2,16,16,0.125
3,2025-01-29,6,0,16,16,0.0
3,2025-01-29,7,1,16,16,0.0625
3,2025-01-29,8,4,16,16,0.25
3,2025-01-29,9,0,16,16,0.0
3,2025-01-29,10,4,16,16,0.25
3,2025-01-29,11,1,16,16,0.0625
3,2025-01-29,12,2,16,16,0.125
3,2025-01-29,13,0,16,16,0.0
3,2025-01-29,14,0,16,16,0.0
3,2025-01-29,15,1,16,16,0.0625
3,2025-01-29,16,1,16,16,0.0625
3,2025-01-29,17,1,16,16,0.0625
3,2025-01-29,18,0,16,16,0.0
3,2025-01-29,19,1,16,16,0.0625
3,2025-01-29,20,0,16,16,0.0
3,2025-01-29,21,0,16,16,0.0
3,2025-01-29,22,1,16,16,0.0625
3,2025-01-29,23,1,16,16,0.0625
3,2025-01-29,24,0,16,16,0.0
3,2025-01-29,25,2,16,16,0.125
3,2025-01-29,26,2,16,16,0.125
3,2025-01-29,27,3,16,16,0.1875
3,2025-01-29,28,1,16,16,0.0625
3,2025-01-29,29,3,16,16,0.1875
3,2025-01-29,30,2,16,16,0.125
3,2025-01-29,31,0,16,16,0.0
3,2025-01-29,32,2,16,16,0.125
3,2025-01-29,33,2,16,16,0.125
3,2025-01-29,34,2,16,16,0.125
3,2025-01-29,35,2,16,16,0.125
3,2025-01-29,36,2,16,16,0.125
3,2025-01-29,37,0,16,16,0.0
3,2025-01-29,38,5,16,16,0.3125
3,2025-01-29,39,1,16,16,0.0625
3,2025-01-29,40,2,16,16,0.125
3,2025-01-29,41,1,16,16,0.0625
3,2025-01-29,42,3,16,16,0.1875
3,2025-01-29,43,1,16,16,0.0625
3,2025-01-29,44,1,16,16,0.0625
3,2025-01-29,45,0,16,16,0.0
3,2025-01-29,46,1,16,16,0.0625
3,2025-01-29,47,3,16,16,0.1875
3,2025-01-29,48,0,16,16,0.0
4,2025-01-30,1,0,16,16,0.0
4,2025-01-30,2,0,16,16,0.0
4,2025-01-30,3,1,16,16,0.0625
4,2025-01-30,4,2,16,16,0.125
4,2025-01-30,5,0,16,16,0.0
4,2025-01-30,6,2,16,16,0.125
4,2025-01-30,7,3,16,16,0.1875
4,2025-01-30,8,2,16,16,0.125
4,2025-01-30,9,2,16,16,0.125
4,2025-01-30,10,4,16,16,0.25
4,2025-01-30,11,0,16,16,0.0
4,2025-01-30,12,1,16,16,0.0625
4,2025-01-30,13,2,16,16,0.125
4,2025-01-30,14,0,16,16,0.0
4,2025-01-30,15,3,16,16,0.1875
4,2025-01-30,16,1,16,16,0.0625
4,2025-01-30,17,0,16,16,0.0
4,2025-01-30,18,2,16,16,0.125
4,2025-01-30,19,1,16,16,0.0625
4,2025-01-30,20,1,16,16,0.0625
4,2025-01-30,21,1,16,16,0.0625
4,2025-01-30,22,1,16,16,0.0625
4,2025-01-30,23,2,16,16,0.125
4,2025-01-30,24,2,16,16,0.125
4,2025-01-30,25,2,16,16,0.125
4,2025-01-30,26,2,16,16,0.125
4,2025-01-30,27,2,16,16,0.125
4,2025-01-30,28,0,16,16,0.0
4,2025-01-30,29,2,16,16,0.125
4,2025-01-30,30,1,16,16,0.0625
4,2025-01-30,31,3,16,16,0.1875
4,2025-01-30,32,1,16,16,0.0625
4,2025-01-30,33,3,16,16,0.1875
4,2025-01-30,34,2,16,16,0.125
4,2025-01-30,35,2,16,16,0.125
4,2025-01-30,36,5,16,16,0.3125
4,2025-01-30,37,1,16,16,0.0625
4,2025-01-30,38,0,16,16,0.0
4,2025-01-30,39,1,16,16,0.0625
4,2025-01-30,40,3,16,16,0.1875
4,2025-01-30,41,0,16,16,0.0
4,2025-01-30,42,2,16,16,0.125
4,2025-01-30,43,1,16,16,0.0625
4,2025-01-30,44,4,16,16,0.25
4,2025-01-30,45,2,16,16,0.125
4,2025-01-30,46,0,16,16,0.0
4,2025-01-30,47,2,16,16,0.125
4,2025-01-30,48,0,16,16,0.0
5,2025-01-31,1,3,16,16,0.1875
5,2025-01-31,2,2,16,16,0.125
5,2025-01-31,3,1,16,16,0.0625
5,2025-01-31,4,3,16,16,0.1875
5,2025-01-31,5,3,16,16,0.1875
5,2025-01-31,6,2,16,16,0.125
5,2025-01-31,7,2,16,16,0.125
5,2025-01-31,8,1,16,16,0.0625
5,2025-01-31,9,2,16,16,0.125
5,2025-01-31,10,2,16,16,0.125
5,2025-01-31,11,1,16,16,0.0625
5,2025-01-31,12,1,16,16,0.0625
5,2025-01-31,13,2,16,16,0.125
5,2025-01-31,14,0,16,16,0.0
5,2025-01-31,15,1,16,16,0.0625
5,2025-01-31,16,4,16,16,0.25
5,2025-01-31,17,3,16,16,0.1875
5,2025-01-31,18,2,16,16,0.125
5,2025-01-31,19,2,16,16,0.125
5,2025-01-31,20,4,16,16,0.25
5,2025-01-31,21,0,16,16,0.0
5,2025-01-31,22,0,16,16,0.0
5,2025-01-31,23,0,16,16,0.0
5,2025-01-31,24,3,16,16,0.1875
5,2025-01-31,25,4,16,16,0.25
5,2025-01-31,26,0,16,16,0.0
5,2025-01-31,27,1,16,16,0.0625
5,2025-01-31,28,3,16,16,0.1875
5,2025-01-31,29,1,16,16,0.0625
5,2025-01-31,30,0,16,16,0.0
5,2025-01-31,31,1,16,16,0.0625
5,2025-01-31,32,1,16,16,0.0625
5,2025-01-31,33,0,16,16,0.0
5,2025-01-31,34,1,16,16,0.0625
5,2025-01-31,35,2,16,16,0.125
5,2025-01-31,36,2,16,16,0.125
5,2025-01-31,37,1,16,16,0.0625
5,2025-01-31,38,2,16,16,0.125
5,2025-01-31,39,2,16,16,0.125
5,2025-01-31,40,0,16,16,0.0
5,2025-01-31,41,2,16,16,0.125
5,2025-01-31,42,4,16,16,0.25
5,2025-01-31,43,2,16,16,0.125
5,2025-01-31,44,2,16,16,0.125
5,2025-01-31,45,1,16,16,0.0625
5,2025-01-31,46,2,16,16,0.125
5,2025-01-31,47,1,16,16,0.0625
5,2025-01-31,48,1,16,16,0.0625
6,2025-02-03,1,2,16,16,0.125
6,2025-02-03,2,1,16,16,0.0625
6,2025-02-03,3,2,16,16,0.125
6,2025-02-03,4,2,16,16,0.125
6,2025-02-03,5,2,16,16,0.125
6,2025-02-03,6,2,16,16,0.125
6,2025-02-03,7,2,16,16,0.125
6,2025-02-03,8,2,16,16,0.125
6,2025-02-03,9,0,16,16,0.0
6,2025-02-03,10,3,16,16,0.1875
6,2025-02-03,11,3,16,16,0.1875
6,2025-02-03,12,1,16,16,0.0625
6,2025-02-03,13,1,16,16,0.0625
6,2025-02-03,14,0,16,16,0.0
6,2025-02-03,15,2,16,16,0.125
6,2025-02-03,16,0,16,16,0.0
6,2025-02-03,17,0,16,16,0.0
6,2025-02-03,18,1,16,16,0.0625
6,2025-02-03,19,1,16,16,0.0625
6,2025-02-03,20,1,16,16,0.0625
6,2025-02-03,21,1,16,16,0.0625
6,2025-02-03,22,2,16,16,0.125
6,2025-02-03,23,2,16,16,0.125
6,2025-02-03,24,0,16,16,0.0
6,2025-02-03,25,2,16,16,0.125
6,2025-02-03,26,3,16,16,0.1875
6,2025-02-03,27,3,16,16,0.1875
6,2025-02-03,28,1,16,16,0.0625
6,2025-02-03,29,3,16,16,0.1875
6,2025-02-03,30,0,16,16,0.0
6,2025-02-03,31,1,16,16,0.0625
6,2025-02-03,32,0,16,16,0.0
6,2025-02-03,33,1,16,16,0.0625
6,2025-02-03,34,1,16,16,0.0625
6,2025-02-03,35,0,16,16,0.0
6,2025-02-03,36,2,16,16,0.125
6,2025-02-03,37,1,16,16,0.0625
6,2025-02-03,38,0,16,16,0.0
6,2025-02-03,39,1,16,16,0.0625
6,2025-02-03,40,1,16,16,0.0625
6,2025-02-03,41,2,16,16,0.125
6,2025-02-03,42,4,16,16,0.25
6,2025-02-03,43,2,16,16,0.125
6,2025-02-03,44,3,16,16,0.1875
6,2025-02-03,45,3,16,16,0.1875
6,2025-02-03,46,1,16,16,0.0625
6,2025-02-03,47,3,16,16,0.1875
6,2025-02-03,48,1,16,16,0.0625
7,2025-02-04,1,3,16,16,0.1875
7,2025-02-04,2,1,16,16,0.0625
7,2025-02-04,3,4,16,16,0.25
7,2025-02-04,4,2,16,16,0.125
7,2025-02-04,5,4,16,16,0.25
7,2025-02-04,6,0,16,16,0.0
7,2025-02-04,7,0,16,16,0.0
7,2025-02-04,8,1,16,16,0.0625
7,2025-02-04,9,1,16,16,0.0625
7,2025-02-04,10,1,16,16,0.0625
7,2025-02-04,11,3,16,16,0.1875
7,2025-02-04,12,2,16,16,0.125
7,2025-02-04,13,3,16,16,0.1875
7,2025-02-04,14,2,16,16,0.125
7,2025-02-04,15,0,16,16,0.0
7,2025-02-04,16,3,16,16,0.1875
7,2025-02-04,17,1,16,16,0.0625
7,2025-02-04,18,2,16,16,0.125
7,2025-02-04,19,0,16,16,0.0
7,2025-02-04,20,1,16,16,0.0625
7,2025-02-04,21,1,16,16,0.0625
7,2025-02-04,22,1,16,16,0.0625
7,2025-02-04,23,1,16,16,0.0625
7,2025-02-04,24,1,16,16,0.0625
7,2025-02-04,25,0,16,16,0.0
7,2025-02-04,26,1,16,16,0.0625
7,2025-02-04,27,2,16,16,0.125
7,2025-02-04,28,1,16,16,0.0625
7,2025-02-04,29,1,16,16,0.0625
7,2025-02-04,30,6,16,16,0.375
7,2025-02-04,31,0,16,16,0.0
7,2025-02-04,32,1,16,16,0.0625
7,2025-02-04,33,3,16,16,0.1875
7,2025-02-04,34,1,16,16,0.0625
7,2025-02-04,35,2,16,16,0.125
7,2025-02-04,36,2,16,16,0.125
7,2025-02-04,37,1,16,16,0.0625
7,2025-02-04,38,1,16,16,0.0625
7,2025-02-04,39,2,16,16,0.125
7,2025-02-04,40,1,16,16,0.0625
7,2025-02-04,41,2,16,16,0.125
7,2025-02-04,42,2,16,16,0.125
7,2025-02-04,43,1,16,16,0.0625
7,2025-02-04,44,13,16,16,0.8125
7,2025-02-04,45,16,16,16,1.0
7,2025-02-04,46,16,16,16,1.0
7,2025-02-04,47,16,16,16,1.0
7,2025-02-04,48,16,16,16,1.0
8,2025-02-05,1,4,16,16,0.25
8,2025-02-05,2,2,16,16,0.125
8,2025-02-05,3,2,16,16,0.125
8,2025-02-05,4,0,16,16,0.0
8,2025-02-05,5,2,16,16,0.125
8,2025-02-05,6,2,16,16,0.125
8,2025-02-05,7,2,16,16,0.125
8,2025-02-05,8,1,16,16,0.0625
8,2025-02-05,9,1,16,16,0.0625
8,2025-02-05,10,3,16,16,0.1875
8,2025-02-05,11,1,16,16,0.0625
8,2025-02-05,12,0,16,16,0.0
8,2025-02-05,13,2,16,16,0.125
8,2025-02-05,14,0,16,16,0.0
8,2025-02-05,15,0,16,16,0.0
8,2025-02-05,16,1,16,16,0.0625
8,2025-02-05,17,2,16,16,0.125
8,2025-02-05,18,1,16,16,0.0625
8,2025-02-05,19,2,16,16,0.125
8,2025-02-05,20,4,16,16,0.25
8,2025-02-05,21,3,16,16,0.1875
8,2025-02-05,22,0,16,16,0.0
8,2025-02-05,23,2,16,16,0.125
8,2025-02-05,24,0,16,16,0.0
8,2025-02-05,25,0,16,16,0.0
8,2025-02-05,26,2,16,16,0.125
8,2025-02-05,27,1,16,16,0.0625
8,2025-02-05,28,0,16,16,0.0
8,2025-02-05,29,0,16,16,0.0
8,2025-02-05,30,1,16,16,0.0625
8,2025-02-05,31,0,16,16,0.0
8,2025-02-05,32,1,16,16,0.0625
8,2025-02-05,33,4,16,16,0.25
8,2025-02-05,34,1,16,16,0.0625
8,2025-02-05,35,2,16,16,0.125
8,2025-02-05,36,2,16,16,0.125
8,2025-02-05,37,0,16,16,0.0
8,2025-02-05,38,1,16,16,0.0625
8,2025-02-05,39,3,16,16,0.1875
8,2025-02-05,40,2,16,16,0.125
8,2025-02-05,41,2,16,16,0.125
8,2025-02-05,42,2,16,16,0.125
8,2025-02-05,43,1,16,16,0.0625
8,2025-02-05,44,1,16,16,0.0625
8,2025-02-05,45,1,16,16,0.0625
8,2025-02-05,46,0,16,16,0.0
8,2025-02-05,47,1,16,16,0.0625
8,2025-02-05,48,0,16,16,0.0
9,2025-02-06,1,1,16,16,0.0625
9,2025-02-06,2,1,16,16,0.0625
9,2025-02-06,3,3,16,16,0.1875
9,2025-02-06,4,4,16,16,0.25
9,2025-02-06,5,4,16,16,0.25
9,2025-02-06,6,1,16,16,0.0625
9,2025-02-06,7,0,16,16,0.0
9,2025-02-06,8,1,16,16,0.0625
9,2025-02-06,9,1,16,16,0.0625
9,2025-02-06,10,4,16,16,0.25
9,2025-02-06,11,1,16,16,0.0625
9,2025-02-06,12,4,16,16,0.25
9,2025-02-06,13,3,16,16,0.1875
9,2025-02-06,14,0,16,16,0.0
9,2025-02-06,15,0,16,16,0.0
9,2025-02-06,16,4,16,16,0.25
9,2025-02-06,17,1,16,16,0.0625
9,2025-02-06,18,1,16,16,0.0625
9,2025-02-06,19,1,16,16,0.0625
9,2025-02-06,20,2,16,16,0.125
9,2025-02-06,21,0,16,16,0.0
9,2025-02-06,22,1,16,16,0.0625
9,2025-02-06,23,0,16,16,0.0
9,2025-02-06,24,0,16,16,0.0
9,2025-02-06,25,4,16,16,0.25
9,2025-02-06,26,1,16,16,0.0625
9,2025-02-06,27,2,16,16,0.125
9,2025-02-06,28,2,16,16,0.125
9,2025-02-06,29,2,16,16,0.125
9,2025-02-06,30,1,16,16,0.0625
9,2025-02-06,31,2,16,16,0.125
9,2025-02-06,32,2,16,16,0.125
9,2025-02-06,33,1,16,16,0.0625
9,2025-02-06,34,2,16,16,0.125
9,2025-02-06,35,2,16,16,0.125
9,2025-02-06,36,3,16,16,0.1875
9,2025-02-06,37,2,16,16,0.125
9,2025-02-06,38,1,16,16,0.0625
9,2025-02-06,39,0,16,16,0.0
9,2025-02-06,40,1,16,16,0.0625
9,2025-02-06,41,1,16,16,0.0625
9,2025-02-06,42,2,16,16,0.125
9,2025-02-06,43,1,16,16,0.0625
9,2025-02-06,44,1,16,16,0.0625
9,2025-02-06,45,2,16,16,0.125
9,2025-02-06,46,1,16,16,0.0625
9,2025-02-06,47,3,16,16,0.1875
9,2025-02-06,48,1,16,16,0.0625
10,2025-02-07,1,3,16,16,0.1875
10,2025-02-07,2,0,16,16,0.0
10,2025-02-07,3,2,16,16,0.125
10,2025-02-07,4,0,16,16,0.0
10,2025-02-07,5,1,16,16,0.0625
10,2025-02-07,6,1,16,16,0.0625
10,2025-02-07,7,0,16,16,0.0
10,2025-02-07,8,2,16,16,0.125
10,2025-02-07,9,2,16,16,0.125
10,2025-02-07,10,0,16,16,0.0
10,2025-02-07,11,0,16,16,0.0
10,2025-02-07,12,1,16,16,0.0625
10,2025-02-07,13,1,16,16,0.0625
10,2025-02-07,14,0,16,16,0.0
10,2025-02-07,15,0,16,16,0.0
10,2025-02-07,16,2,16,16,0.125
10,2025-02-07,17,4,16,16,0.25
10,2025-02-07,18,1,16,16,0.0625
10,2025-02-07,19,3,16,16,0.1875
10,2025-02-07,20,2,16,16,0.125
10,2025-02-07,21,0,16,16,0.0
10,2025-02-07,22,0,16,16,0.0
10,2025-02-07,23,2,16,16,0.125
10,2025-02-07,24,1,16,16,0.0625
10,2025-02-07,25,1,16,16,0.0625
10,2025-02-07,26,1,16,16,0.0625
10,2025-02-07,27,0,16,16,0.0
10,2025-02-07,28,0,16,16,0.0
10,2025-02-07,29,1,16,16,0.0625
10,2025-02-07,30,0,16,16,0.0
10,2025-02-07,31,0,16,16,0.0
10,2025-02-07,32,1,16,16,0.0625
10,2025-02-07,33,3,16,16,0.1875
10,2025-02-07,34,1,16,16,0.0625
10,2025-02-07,35,1,16,16,0.0625
10,2025-02-07,36,1,16,16,0.0625
10,2025-02-07,37,0,16,16,0.0
10,2025-02-07,38,3,16,16,0.1875
10,2025-02-07,39,1,16,16,0.0625
10,2025-02-07,40,0,16,16,0.0
10,2025-02-07,41,1,16,16,0.0625
10,2025-02-07,42,0,16,16,0.0
10,2025-02-07,43,0,16,16,0.0
10,2025-02-07,44,0,16,16,0.0
10,2025-02-07,45,0,16,16,0.0
10,2025-02-07,46,1,16,16,0.0625
10,2025-02-07,47,1,16,16,0.0625
10,2025-02-07,48,1,16,16,0.0625
11,2025-02-11,1,1,16,16,0.0625
11,2025-02-11,2,2,16,16,0.125
11,2025-02-11,3,1,16,16,0.0625
11,2025-02-11,4,2,16,16,0.125
11,2025-02-11,5,0,16,16,0.0
11,2025-02-11,6,1,16,16,0.0625
11,2025-02-11,7,1,16,16,0.0625
11,2025-02-11,8,1,16,16,0.0625
11,2025-02-11,9,2,16,16,0.125
11,2025-02-11,10,0,16,16,0.0
11,2025-02-11,11,3,16,16,0.1875
11,2025-02-11,12,0,16,16,0.0
11,2025-02-11,13,0,16,16,0.0
11,2025-02-11,14,1,16,16,0.0625
11,2025-02-11,15,0,16,16,0.0
11,2025-02-11,16,2,16,16,0.125
11,2025-02-11,17,1,16,16,0.0625
11,2025-02-11,18,1,16,16,0.0625
11,2025-02-11,19,1,16,16,0.0625
11,2025-02-11,20,2,16,16,0.125
11,2025-02-11,21,0,16,16,0.0
11,2025-02-11,22,0,16,16,0.0
11,2025-02-11,23,1,16,16,0.0625
11,2025-02-11,24,0,16,16,0.0
11,2025-02-11,25,1,16,16,0.0625
11,2025-02-11,26,4,16,16,0.25
11,2025-02-11,27,1,16,16,0.0625
11,2025-02-11,28,2,16,16,0.125
11,2025-02-11,29,1,16,16,0.0625
11,2025-02-11,30,0,16,16,0.0
11,2025-02-11,31,2,16,16,0.125
11,2025-02-11,32,1,16,16,0.0625
11,2025-02-11,33,1,16,16,0.0625
11,2025-02-11,34,1,16,16,0.0625
11,2025-02-11,35,4,16,16,0.25
11,2025-02-11,36,1,16,16,0.0625
11,2025-02-11,37,2,16,16,0.125
11,2025-02-11,38,0,16,16,0.0
11,2025-02-11,39,1,16,16,0.0625
11,2025-02-11,40,3,16,16,0.1875
11,2025-02-11,41,2,16,16,0.125
11,2025-02-11,42,1,16,16,0.0625
11,2025-02-11,43,3,16,16,0.1875
11,2025-02-11,44,2,16,16,0.125
11,2025-02-11,45,1,16,16,0.0625
11,2025-02-11,46,1,16,16,0.0625
11,2025-02-11,47,0,16,16,0.0
11,2025-02-11,48,0,16,16,0.0
12,2025-02-12,1,1,16,16,0.0625
12,2025-02-12,2,0,16,16,0.0
12,2025-02-12,3,2,16,16,0.125
12,2025-02-12,4,3,16,16,0.1875
12,2025-02-12,5,0,16,16,0.0
12,2025-02-12,6,2,16,16,0.125
12,2025-02-12,7,2,16,16,0.125
12,2025-02-12,8,2,16,16,0.125
12,2025-02-12,9,4,16,16,0.25
12,2025-02-12,10,1,16,16,0.0625
12,2025-02-12,11,1,16,16,0.0625
12,2025-02-12,12,2,16,16,0.125
12,2025-02-12,13,1,16,16,0.0625
12,2025-02-12,14,0,16,16,0.0
12,2025-02-12,15,4,16,16,0.25
12,2025-02-12,16,3,16,16,0.1875
12,2025-02-12,17,1,16,16,0.0625
12,2025-02-12,18,0,16,16,0.0
12,2025-02-12,19,1,16,16,0.0625
12,2025-02-12,20,3,16,16,0.1875
12,2025-02-12,21,1,16,16,0.0625
12,2025-02-12,22,0,16,16,0.0
12,2025-02-12,23,2,16,16,0.125
12,2025-02-12,24,1,16,16,0.0625
12,2025-02-12,25,3,16,16,0.1875
12,2025-02-12,26,1,16,16,0.0625
12,2025-02-12,27,2,16,16,0.125
12,2025-02-12,28,1,16,16,0.0625
12,2025-02-12,29,2,16,16,0.125
12,2025-02-12,30,0,16,16,0.0
12,2025-02-12,31,1,16,16,0.0625
12,2025-02-12,32,2,16,16,0.125
12,2025-02-12,33,2,16,16,0.125
12,2025-02-12,34,0,16,16,0.0
12,2025-02-12,35,1,16,16,0.0625
12,2025-02-12,36,2,16,16,0.125
12,2025-02-12,37,0,16,16,0.0
12,2025-02-12,38,2,16,16,0.125
12,2025-02-12,39,0,16,16,0.0
12,2025-02-12,40,2,16,16,0.125
12,2025-02-12,41,3,16,16,0.1875
12,2025-02-12,42,1,16,16,0.0625
12,2025-02-12,43,1,16,16,0.0625
12,2025-02-12,44,1,16,16,0.0625
12,2025-02-12,45,1,16,16,0.0625
12,2025-02-12,46,1,16,16,0.0625
12,2025-02-12,47,2,16,16,0.125
12,2025-02-12,48,0,16,16,0.0
13,2025-02-13,1,1,16,16,0.0625
13,2025-02-13,2,0,16,16,0.0
13,2025-02-13,3,0,16,16,0.0
13,2025-02-13,4,0,16,16,0.0
13,2025-02-13,5,1,16,16,0.0625
13,2025-02-13,6,1,16,16,0.0625
13,2025-02-13,7,1,16,16,0.0625
13,2025-02-13,8,3,16,16,0.1875
13,2025-02-13,9,0,16,16,0.0
13,2025-02-13,10,1,16,16,0.0625
13,2025-02-13,11,2,16,16,0.125
13,2025-02-13,12,2,16,16,0.125
13,2025-02-13,13,3,16,16,0.1875
13,2025-02-13,14,2,16,16,0.125
13,2025-02-13,15,2,16,16,0.125
13,2025-02-13,16,1,16,16,0.0625
13,2025-02-13,17,1,16,16,0.0625
13,2025-02-13,18,2,16,16,0.125
13,2025-02-13,19,3,16,16,0.1875
13,2025-02-13,20,3,16,16,0.1875
13,2025-02-13,21,1,16,16,0.0625
13,2025-02-13,22,0,16,16,0.0
13,2025-02-13,23,0,16,16,0.0
13,2025-02-13,24,1,16,16,0.0625
13,2025-02-13,25,2,16,16,0.125
13,2025-02-13,26,2,16,16,0.125
13,2025-02-13,27,3,16,16,0.1875
13,2025-02-13,28,2,16,16,0.125
13,2025-02-13,29,1,16,16,0.0625
13,2025-02-13,30,1,16,16,0.0625
13,2025-02-13,31,0,16,16,0.0
13,2025-02-13,32,1,16,16,0.0625
13,2025-02-13,33,2,16,16,0.125
13,2025-02-13,34,2,16,16,0.125
13,2025-02-13,35,3,16,16,0.1875
13,2025-02-13,36,2,16,16,0.125
13,2025-02-13,37,0,16,16,0.0
13,2025-02-13,38,1,16,16,0.0625
13,2025-02-13,39,0,16,16,0.0
13,2025-02-13,40,2,16,16,0.125
13,2025-02-13,41,2,16,16,0.125
13,2025-02-13,42,0,16,16,0.0
13,2025-02-13,43,1,16,16,0.0625
13,2025-02-13,44,1,16,16,0.0625
13,2025-02-13,45,1,16,16,0.0625
13,2025-02-13,46,0,16,16,0.0
13,2025-02-13,47,1,16,16,0.0625
13,2025-02-13,48,2,16,16,0.125
14,2025-02-14,1,1,16,16,0.0625
14,2025-02-14,2,1,16,16,0.0625
14,2025-02-14,3,2,16,16,0.125
14,2025-02-14,4,1,16,16,0.0625
14,2025-02-14,5,0,16,16,0.0
14,2025-02-14,6,4,16,16,0.25
14,2025-02-14,7,0,16,16,0.0
14,2025-02-14,8,1,16,16,0.0625
14,2025-02-14,9,1,16,16,0.0625
14,2025-02-14,10,0,16,16,0.0
14,2025-02-14,11,1,16,16,0.0625
14,2025-02-14,12,3,16,16,0.1875
14,2025-02-14,13,1,16,16,0.0625
14,2025-02-14,14,1,16,16,0.0625
14,2025-02-14,15,2,16,16,0.125
14,2025-02-14,16,1,16,16,0.0625
14,2025-02-14,17,3,16,16,0.1875
14,2025-02-14,18,0,16,16,0.0
14,2025-02-14,19,3,16,16,0.1875
14,2025-02-14,20,3,16,16,0.1875
14,2025-02-14,21,1,16,16,0.0625
14,2025-02-14,22,1,16,16,0.0625
14,2025-02-14,23,1,16,16,0.0625
14,2025-02-14,24,2,16,16,0.125
14,2025-02-14,25,0,16,16,0.0
