id,date,well,electrode,Spikes,Bursts,present_in_file,is_active
1,2025-01-27,30,13,0,0,True,False
1,2025-01-27,30,14,0,0,True,False
1,2025-01-27,30,15,0,0,True,False
1,2025-01-27,30,16,0,0,True,False
1,2025-01-27,31,1,0,0,True,False
1,2025-01-27,31,2,0,0,True,False
1,2025-01-27,31,3,1,0,True,True
1,2025-01-27,31,4,0,0,True,False
1,2025-01-27,31,5,0,0,True,False
1,2025-01-27,31,6,0,0,True,False
1,2025-01-27,31,7,0,0,True,False
1,2025-01-27,31,8,0,0,True,False
1,2025-01-27,31,9,1,0,True,True
1,2025-01-27,31,10,0,0,True,False
1,2025-01-27,31,11,0,0,True,False
1,2025-01-27,31,12,0,0,True,False
1,2025-01-27,31,13,0,0,True,False
1,2025-01-27,31,14,0,0,True,False
1,2025-01-27,31,15,0,0,True,False
1,2025-01-27,31,16,3,0,True,True
1,2025-01-27,32,1,0,0,True,False
1,2025-01-27,32,2,0,0,True,False
1,2025-01-27,32,3,0,0,True,False
1,2025-01-27,32,4,0,0,True,False
1,2025-01-27,32,5,0,0,True,False
1,2025-01-27,32,6,0,0,True,False
1,2025-01-27,32,7,0,0,True,False
1,2025-01-27,32,8,0,0,True,False
1,2025-01-27,32,9,1,0,True,True
1,2025-01-27,32,10,0,0,True,False
1,2025-01-27,32,11,0,0,True,False
1,2025-01-27,32,12,0,0,True,False
1,2025-01-27,32,13,0,0,True,False
1,2025-01-27,32,14,0,0,True,False
1,2025-01-27,32,15,0,0,True,False
1,2025-01-27,32,16,0,0,True,False
1,2025-01-27,33,1,0,0,True,False
1,2025-01-27,33,2,0,0,True,False
1,2025-01-27,33,3,0,0,True,False
1,2025-01-27,33,4,0,0,True,False
1,2025-01-27,33,5,0,0,True,False
1,2025-01-27,33,6,0,0,True,False
1,2025-01-27,33,7,0,0,True,False
1,2025-01-27,33,8,0,0,True,False
1,2025-01-27,33,9,0,0,True,False
1,2025-01-27,33,10,0,0,True,False
1,2025-01-27,33,11,0,0,True,False
1,2025-01-27,33,12,0,0,True,False
1,2025-01-27,33,13,0,0,True,False
1,2025-01-27,33,14,0,0,True,False
1,2025-01-27,33,15,0,0,True,False
1,2025-01-27,33,16,0,0,True,False
1,2025-01-27,34,1,0,0,True,False
1,2025-01-27,34,2,0,0,True,False
1,2025-01-27,34,3,0,0,True,False
1,2025-01-27,34,4,0,0,True,False
1,2025-01-27,34,5,0,0,True,False
1,2025-01-27,34,6,0,0,True,False
1,2025-01-27,34,7,0,0,True,False
1,2025-01-27,34,8,0,0,True,False
1,2025-01-27,34,9,0,0,True,False
1,2025-01-27,34,10,0,0,True,False
1,2025-01-27,34,11,0,0,True,False
1,2025-01-27,34,12,0,0,True,False
1,2025-01-27,34,13,0,0,True,False
1,2025-01-27,34,14,0,0,True,False
1,2025-01-27,34,15,0,0,True,False
1,2025-01-27,34,16,0,0,True,False
1,2025-01-27,35,1,0,0,True,False
1,2025-01-27,35,2,0,0,True,False
1,2025-01-27,35,3,0,0,True,False
1,2025-01-27,35,4,0,0,True,False
1,2025-01-27,35,5,0,0,True,False
1,2025-01-27,35,6,0,0,True,False
1,2025-01-27,35,7,0,0,True,False
1,2025-01-27,35,8,0,0,True,False
1,2025-01-27,35,9,0,0,True,False
1,2025-01-27,35,10,0,0,True,False
1,2025-01-27,35,11,0,0,True,False
1,2025-01-27,35,12,0,0,True,False
1,2025-01-27,35,13,0,0,True,False
1,2025-01-27,35,14,0,0,True,False
1,2025-01-27,35,15,0,0,True,False
1,2025-01-27,35,16,0,0,True,False
1,2025-01-27,36,1,0,0,True,False
1,2025-01-27,36,2,0,0,True,False
1,2025-01-27,36,3,1,0,True,True
1,2025-01-27,36,4,0,0,True,False
1,2025-01-27,36,5,0,0,True,False
1,2025-01-27,36,6,0,0,True,False
1,2025-01-27,36,7,0,0,True,False
1,2025-01-27,36,8,0,0,True,False
1,2025-01-27,36,9,2,0,True,True
1,2025-01-27,36,10,2,0,True,True
