well,electrode,n_measurements,spikes_n_nonzero,spikes_fraction_zero,spikes_total,spikes_mean,spikes_median,spikes_std,spikes_min,spikes_max
2,7,41,36,0.12195121951219512,1030.0,25.121951219512194,3.0,69.55508432959851,1.0,406.0
2,8,41,37,0.0975609756097561,328.0,8.0,2.0,17.970809664564364,1.0,90.0
2,9,41,34,0.17073170731707318,152.0,3.707317073170732,2.0,6.664247528562488,1.0,35.0
2,10,41,32,0.21951219512195122,77.0,1.8780487804878048,2.0,1.568360958950769,1.0,5.0
2,11,41,31,0.24390243902439024,256.0,6.2439024390243905,2.0,27.233050221931514,1.0,176.0
2,12,41,39,0.04878048780487805,452.0,11.024390243902438,3.0,27.498625242799,1.0,140.0
2,13,41,37,0.0975609756097561,141.0,3.4390243902439024,2.0,7.311117494910764,1.0,48.0
2,14,41,34,0.17073170731707318,382.0,9.317073170731707,3.0,38.693952385605584,1.0,248.0
2,15,41,33,0.1951219512195122,201.0,4.902439024390244,2.0,13.247273074200553,1.0,75.0
2,16,41,38,0.07317073170731707,647.0,15.78048780487805,3.0,49.0201551380256,1.0,254.0
3,1,41,38,0.07317073170731707,23090.0,563.170731707317,602.0,497.4724063925066,1.0,1624.0
3,2,41,35,0.14634146341463414,497.0,12.121951219512194,2.0,63.07978880828281,1.0,406.0
