well,electrode,n_measurements,bursts_n_nonzero,bursts_fraction_zero,bursts_total,bursts_mean,bursts_median,bursts_std,bursts_min,bursts_max
19,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
20,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,2,6,2,0.6666666666666666,5.0,0.8333333333333334,0.0,1.3291601358251257,2.0,3.0
21,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,8,6,1,0.8333333333333334,8.0,1.3333333333333333,0.0,3.265986323710904,8.0,8.0
21,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,11,6,1,0.8333333333333334,7.0,1.1666666666666667,0.0,2.857738033247041,7.0,7.0
21,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
21,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,3,6,3,0.5,122.0,20.333333333333332,11.0,27.875915530555528,22.0,71.0
22,4,6,3,0.5,110.0,18.333333333333332,5.5,28.345487589150178,11.0,72.0
22,5,6,1,0.8333333333333334,2.0,0.3333333333333333,0.0,0.816496580927726,2.0,2.0
22,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,8,6,1,0.8333333333333334,38.0,6.333333333333333,0.0,15.513435037626794,38.0,38.0
22,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,14,6,2,0.6666666666666666,43.0,7.166666666666667,0.0,15.676946981688326,4.0,39.0
22,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
22,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,5,6,2,0.6666666666666666,43.0,7.166666666666667,0.0,17.06946591626893,1.0,42.0
